Cumulative_Ah,Pure_Cycle_Loss_Percent,SOH_Stripped_Calendar
2.9369583,0.0,96.1
5.874466,0.0,96.1
421.94513,1.8958477394637199,94.20415226053628
424.80872,1.8874414599331795,94.21255854006681
831.24774,3.650692864604284,92.44930713539571
834.0569,3.643897471473703,92.45610252852629
1296.8796,5.391779584662276,90.70822041533772
1299.638,5.3856394163545325,90.71436058364546
1689.7961,6.452170117640503,89.64782988235949
1692.5177,6.446458483103185,89.65354151689681
2077.2283,7.431175523128754,88.66882447687124
2079.919,7.425769833189079,88.67423016681091
2459.5881,8.004160033059549,88.09583996694045
2462.261,7.999003460149716,88.10099653985029
2838.9363,9.09259896200197,87.00740103799802
2841.572,9.08767159522107,87.01232840477893
3213.0771,9.770434644777207,86.32956535522278
3215.689,9.765703677556411,86.33429632244358
3583.9072,10.465690377015001,85.634309622985
3586.4966,10.46111458930108,85.63888541069892
3951.2922,10.960249171941777,85.13975082805821
3953.8618,10.9558125448387,85.1441874551613
4315.789,11.346877223859261,84.75312277614073
4318.3467,11.342646638257602,84.75735336174239
4683.6577,11.735904683051299,84.36409531694869
5040.958,12.246505237196313,83.85349476280368
5043.48,12.242478064855653,83.85752193514435
5398.2188,12.652821631208194,83.4471783687918
5400.724,12.648881874287133,83.45111812571287
5753.0967,13.16228634281752,82.93771365718247
5755.5874,13.158424005439661,82.94157599456034
6105.565,13.47179571577916,82.62820428422083
6108.041,13.468006371768567,82.63199362823143
6456.111,13.983518737450973,82.11648126254902
6458.5728,13.979799284652142,82.12020071534785
6804.3965,14.292996788833461,81.80700321116653
6806.8447,14.289343323259166,81.81065667674083
7150.7656,14.707304300963361,81.39269569903664
7153.2,14.7037119323385,81.39628806766149
7497.6113,14.97461482700925,81.12538517299075
7837.725,15.294883369310424,80.80511663068957
7840.1353,15.291420717405357,80.80857928259464
8178.375,15.609766416436981,80.49023358356301
8180.7744,15.606354466746666,80.49364553325333
8517.485,15.92827521378412,80.17172478621588
8519.873,15.92491012877561,80.17508987122439
8854.872,16.143079959439216,79.95692004056077
8857.249,16.13976142930908,79.96023857069092
9190.825,16.463188150024184,79.63681184997581
9193.191,16.45991353320238,79.64008646679761
9525.185,16.681985097685157,79.41801490231484
9527.541,16.678751860022732,79.42124813997727
9858.215,16.903525625707626,79.19647437429236
9860.562,16.900332047320205,79.19966795267979
